parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,target
14445040,,,,2.5,3.0,,,2.5,,,1644.0,1644.0,,,,,6059.0,1.0,2.0,2.0,462.0,,,33417556.0,-117593004.0,1804.0,,,,,,122,261.0,,60590421.143002,13693.0,1286.0,,96982.0,6.0,,1.0,,,,,1977.0,2.0,,133958.0,212741.0,2016.0,78783.0,2173.02,,,60590421143002.0,0.0198653771423
12777768,,,,2.0,3.0,,4.0,2.0,,,2024.0,,,2024.0,,,6037.0,,2.0,,,,7.0,34013278.0,-118043396.0,13610.0,,,,,,0200,246.0,LCR17500ED,60375003.001088,,3101.0,,96169.0,0.0,,,,2.0,,,1950.0,,,39325.0,64771.0,2016.0,25446.0,1386.63,,,60375003001088.0,-0.00949328462456
12827435,,,,2.0,2.0,,6.0,2.0,,,1627.0,1627.0,,,,,6037.0,,2.0,,,,2.0,33936620.0,-117985853.0,6370.0,,,,,,0100,261.0,WHR106,60375034.01401,14634.0,3101.0,,96171.0,0.0,,,,1.0,,,1953.0,,,70466.0,103785.0,2016.0,33319.0,1506.74,,,60375034014010.0,0.0254326286535
12049296,,,,1.0,2.0,,3.0,1.0,,,1452.0,1452.0,,,,,6037.0,,1.0,,,,,34212294.0,-118243765.0,7324.0,,,,,,0100,261.0,GLR1YY,60373006.005008,45457.0,3101.0,274582.0,96330.0,0.0,,,,1.0,,,1940.0,,,88963.0,270825.0,2016.0,181862.0,2975.68,,,60373006005008.0,-0.019199914033
11989989,,,,2.0,4.0,,8.0,2.0,,,2414.0,2414.0,,,,,6037.0,,2.0,,,,2.0,34072083.0,-118313291.0,6612.0,1.0,,,,1.0,0104,261.0,LAR1,60372115.002006,12447.0,3101.0,274517.0,95985.0,0.0,,,,1.0,,,1920.0,,,281525.0,1407639.0,2016.0,1126114.0,17066.65,,,60372115002006.0,-0.0664151902789
14023324,,,,2.0,3.0,,,2.0,,,1262.0,1262.0,,,,,6059.0,,2.0,2.0,472.0,,,33684442.0,-117912105.0,6300.0,,,,,,122,261.0,,60590639.021013,38032.0,1286.0,,96958.0,6.0,,,,,,,1958.0,1.0,,83510.0,576979.0,2016.0,493469.0,6708.02,,,60590639021013.0,0.0321697365538
14438229,,,,3.5,4.0,,,3.5,,,2837.0,2837.0,,,,,6059.0,,3.0,2.0,668.0,,,33458959.0,-117619151.0,6056.0,,,,,,1,261.0,,60590421.122001,13693.0,1286.0,,96983.0,0.0,,1.0,,,,,2003.0,,,460565.0,903186.0,2016.0,442621.0,10112.8,,,60590421122001.0,-0.00855665230748
17191081,,,,3.0,3.0,,,3.0,,801.0,1473.0,1473.0,,,801.0,,6111.0,1.0,3.0,2.0,0.0,,,34202705.0,-118982591.0,,,,,,,1129,266.0,,61110056.002021,51239.0,2061.0,,97091.0,6.0,,,,,,,1988.0,2.0,,153007.0,255006.0,2016.0,101999.0,2774.22,,,61110056002021.0,0.0649308233855
12524069,,,,3.0,3.0,,9.0,3.0,,,2356.0,2356.0,,,,,6037.0,,3.0,,,,2.0,33780482.0,-118126004.0,13569.0,1.0,,,,1.0,0101,261.0,LBR1N,60375748.002008,46298.0,3101.0,274961.0,96247.0,0.0,,,,1.0,,,1956.0,,,262522.0,525044.0,2016.0,262522.0,6338.01,,,60375748002008.0,0.0703419328656
12520180,,,,1.0,1.0,,4.0,1.0,,,734.0,734.0,,,,,6037.0,,1.0,,,,7.0,33808900.0,-118080000.0,521135.0,1.0,,,,1.0,010C,266.0,LBR4R,60375739.021017,46298.0,3101.0,416307.0,96247.0,0.0,,,,1.0,,,1973.0,,,89148.0,154161.0,2016.0,65013.0,1976.75,,,60375739021017.0,-0.066657873044
11458285,1.0,,,2.0,3.0,,8.0,2.0,,,2231.0,2231.0,,,,,6037.0,,2.0,,,,2.0,33962199.0,-118403167.0,8148.0,,,,,,0100,261.0,LAR1,60372770.002003,12447.0,3101.0,7877.0,96026.0,0.0,,,,1.0,,,1944.0,,,316037.0,1063005.0,2016.0,746968.0,12880.6,,,60372770002003.0,-0.00278191391225
12808600,,,,2.0,3.0,,6.0,2.0,,,994.0,994.0,,,,,6037.0,,2.0,,,,7.0,34046581.0,-117972725.0,6345.0,,,,,,0100,261.0,LPR1YY,60374071.013002,39306.0,3101.0,,96490.0,0.0,,,,1.0,,,1956.0,,,111340.0,333027.0,2016.0,221687.0,4087.6,,,60374071013002.0,0.00281208850657
11242722,1.0,,,3.0,4.0,,8.0,3.0,,,2032.0,2032.0,,,,,6037.0,,3.0,,,,2.0,34462702.0,-118174493.0,66814.0,,,,,,0100,261.0,LCA21*,60379108.052084,16677.0,3101.0,,97298.0,0.0,,,,1.0,,,1983.0,,,302490.0,465368.0,2016.0,162878.0,5549.93,,,60379108052084.0,0.0203980730934
12808020,,,,3.0,5.0,,4.0,3.0,,,1781.0,1781.0,,,,,6037.0,,3.0,,,,7.0,34047516.0,-117982753.0,6132.0,,,,,,0100,261.0,LPR1*,60374071.021,39306.0,3101.0,,96490.0,0.0,,,,1.0,,,1956.0,,,145631.0,364079.0,2016.0,218448.0,4830.08,,,60374071021000.0,-0.026741565127
17263589,,,,2.0,4.0,,,2.0,,1554.0,1554.0,1554.0,,,1554.0,,6111.0,1.0,2.0,2.0,567.0,,,34271498.0,-118660080.0,6500.0,,,,,,1111,261.0,,61110083.043009,27110.0,2061.0,,97116.0,6.0,,,,,128.0,,1965.0,1.0,,169000.0,476000.0,2016.0,307000.0,5480.12,,,61110083043009.0,-0.00765274488343
12145966,1.0,,,2.0,3.0,,6.0,2.0,,,2037.0,2037.0,,,,,6037.0,,2.0,,,,2.0,34114607.0,-118024327.0,16140.0,1.0,,,,1.0,0101,261.0,ARR1*,60374308.032007,50749.0,3101.0,,96267.0,0.0,,,,1.0,,,1938.0,,,151040.0,219242.0,2016.0,68202.0,2926.13,,,60374308032007.0,-0.0649272061746
11309397,1.0,,,3.0,3.0,,7.0,3.0,,,2609.0,2609.0,,,,,6037.0,,3.0,,,,2.0,34705249.0,-118063095.0,5937.0,,,,,,0100,261.0,LR 6000,60379003.001084,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2005.0,,,130847.0,163556.0,2016.0,32709.0,2882.47,,,60379003001084.0,0.0329507496179
14735779,,,,2.0,2.0,,,2.0,,,950.0,950.0,,,,,6059.0,,2.0,1.0,0.0,,,33642100.0,-117680000.0,,,,,,,34,266.0,,60590524.241007,32380.0,1286.0,,96962.0,0.0,,,,,,,1983.0,,,80860.0,339654.0,2016.0,258794.0,3586.96,,,60590524241007.0,0.00145326668561
11950608,,,,3.0,4.0,,4.0,3.0,,,1633.0,,,1633.0,,,6037.0,,3.0,,,,7.0,34114353.0,-118253991.0,6754.0,,,,,,0200,246.0,LARD2,60371871.011012,12447.0,3101.0,268010.0,96020.0,0.0,,,,2.0,,,1952.0,,,89859.0,330385.0,2016.0,240526.0,4066.75,,,60371871011012.0,0.0926942253153
14409296,1.0,,,4.5,3.0,,,4.5,,,5475.0,5475.0,,,,,6059.0,2.0,4.0,3.0,875.0,,6.0,33514755.0,-117641905.0,27000.0,1.0,,,,1.0,122,261.0,,60590320.611026,33840.0,1286.0,,96985.0,11.0,,1.0,,,,,1984.0,2.0,,744851.0,2408030.0,2016.0,1663179.0,25246.92,,,60590320611026.0,0.103271003638
14295911,,,,2.5,4.0,,,2.5,,,2434.0,2434.0,,,,,6059.0,,2.0,2.0,526.0,,,33622219.0,-117882319.0,4200.0,,,,,,122,261.0,,60590630.043006,53571.0,1286.0,,96978.0,0.0,,1.0,,,,,1996.0,,,313803.0,624783.0,2016.0,310980.0,7127.06,,,60590630043006.0,0.0518314982979
11243067,,,,1.0,2.0,,5.0,1.0,,,1215.0,1215.0,,,,,6037.0,,1.0,,,,7.0,34459809.0,-117933830.0,393245.0,,,,,,0100,261.0,LCA11*,60379110.013029,29189.0,3101.0,,97323.0,0.0,,,,1.0,,,1940.0,,,91372.0,142134.0,2016.0,50762.0,1698.33,,,60379110013029.0,0.364401143248
14725534,,,,2.5,2.0,,,2.5,,,1201.0,1201.0,,,,,6059.0,,2.0,1.0,0.0,,,33544847.0,-117643714.0,,,,,,,1,266.0,,60590320.58202,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2004.0,,,174488.0,381913.0,2016.0,207425.0,6073.74,,,60590320582020.0,0.121775335325
14742534,,,,2.5,2.0,,,2.5,,,1383.0,1383.0,,,,,6059.0,,2.0,2.0,0.0,,,33558161.0,-117689150.0,,,,,,,34,266.0,,60590423.351006,25458.0,1286.0,,96987.0,0.0,,1.0,,,,,1993.0,,,145929.0,457000.0,2016.0,311071.0,4530.52,,,60590423351006.0,-0.000189320321503
11511900,,,,1.0,2.0,,8.0,1.0,,,710.0,710.0,,,,,6037.0,,1.0,,,,2.0,33866600.0,-118395000.0,59584.0,,,,,,010C,266.0,HBR3*,60376210.01103,29712.0,3101.0,,96109.0,0.0,,,,1.0,,,1970.0,,,132147.0,477112.0,2016.0,344965.0,5290.17,,,60376210011030.0,0.00704520489489
11684262,1.0,,,5.0,5.0,,8.0,5.0,,,4108.0,,,4108.0,,,6037.0,,5.0,,,,2.0,34024171.0,-118778816.0,117330.0,,,,,,0200,246.0,LCR120000*,60378004.081013,12520.0,3101.0,,96116.0,0.0,,,,2.0,,,1946.0,,,1622767.0,13523065.0,2016.0,11900298.0,154140.86,,,60378004081013.0,-0.746836101862
12457731,,,,1.0,3.0,,4.0,1.0,,,912.0,912.0,,,,,6037.0,,1.0,,,,7.0,33852637.0,-118188196.0,4642.0,,,,,,0100,261.0,LBR1N,60375717.042001,46298.0,3101.0,276476.0,96239.0,0.0,,,,1.0,,,1934.0,,,27521.0,44270.0,2016.0,16749.0,752.67,,,60375717042001.0,0.247635905441
11926938,,,,2.0,3.0,,6.0,2.0,,,1472.0,1472.0,,,,,6037.0,,2.0,,,,2.0,34112523.0,-118071429.0,6217.0,,,,,,0100,261.0,TCR2YY,60374801.011004,14111.0,3101.0,,96517.0,0.0,,,,1.0,,,1963.0,,,55319.0,71861.0,2016.0,16542.0,1218.52,,,60374801011004.0,-0.00616231116381
12842577,,,,2.0,3.0,,4.0,2.0,,,1016.0,1016.0,,,,,6037.0,,2.0,,,,7.0,34011940.0,-117931551.0,6632.0,,,,,,0100,261.0,LPR1YY,60374077.013002,39306.0,3101.0,,96488.0,0.0,,,,1.0,,,1958.0,,,71900.0,319000.0,2016.0,247100.0,4135.09,,,60374077013002.0,0.229991181982
14439489,,,,2.5,4.0,,,2.5,,,2902.0,2902.0,,,,,6059.0,,2.0,2.0,461.0,True,,33466308.0,-117632021.0,8400.0,1.0,,,1.0,,122,261.0,,60590421.113004,13693.0,1286.0,,96983.0,8.0,,1.0,,,,,1984.0,2.0,,274083.0,983757.0,2016.0,709674.0,9904.32,,,60590421113004.0,-0.0968137171033
12950869,,,,2.0,3.0,,6.0,2.0,,,1354.0,1354.0,,,,,6037.0,,2.0,,,,2.0,34061210.0,-117897796.0,9869.0,1.0,,,,1.0,0101,261.0,WCR1YY,60374064.122003,14542.0,3101.0,,96524.0,0.0,,,,1.0,,,1954.0,,,101700.0,440600.0,2016.0,338900.0,5075.68,,,60374064122003.0,-0.0386286588496
12847682,1.0,,,3.0,4.0,,8.0,3.0,,,1981.0,1981.0,,,,,6037.0,,3.0,,,,2.0,33974119.0,-117859880.0,11232.0,,,,,,0100,261.0,LCA11*,60374087.032006,22827.0,3101.0,,96522.0,0.0,,,,1.0,,,1985.0,,,195518.0,390615.0,2016.0,195097.0,5028.33,,,60374087032006.0,0.00356158173075
12148898,,,,1.0,3.0,,4.0,1.0,,,1162.0,1162.0,,,,,6037.0,,1.0,,,,7.0,34234968.0,-118242401.0,6653.0,,,,,,0100,261.0,LCR105,60373002.004,396551.0,3101.0,,96330.0,0.0,,,,1.0,,,1947.0,,,82438.0,377806.0,2016.0,295368.0,4289.27,,,60373002004000.0,-0.0133375137183
10881315,,,,2.0,3.0,,8.0,2.0,,,1705.0,1705.0,,,,,6037.0,,2.0,,,,2.0,34193105.0,-118394154.0,8002.0,,,,,,0100,261.0,LAR1,60371232.042002,12447.0,3101.0,46795.0,96451.0,0.0,,,,1.0,,,1965.0,,,40857.0,67341.0,2016.0,26484.0,889.52,,,60371232042002.0,-0.0541232827174
12931048,,,,2.0,3.0,,6.0,2.0,,,1107.0,1107.0,,,,,6037.0,,2.0,,,,7.0,34083731.0,-117893855.0,6602.0,,,,,,0100,261.0,CVR17500*,60374061.023023,24245.0,3101.0,,96474.0,0.0,,,,1.0,,,1951.0,,,105568.0,280771.0,2016.0,175203.0,3639.57,,,60374061023023.0,0.0507868696244
11935802,,,,1.0,4.0,,4.0,1.0,,,1794.0,1794.0,,,,,6037.0,,1.0,,,,2.0,34070962.0,-118250625.0,5940.0,,,,,,0100,261.0,LARD2,60371976.002001,12447.0,3101.0,268134.0,96007.0,0.0,,,,1.0,,,1905.0,,,47795.0,158122.0,2016.0,110327.0,1949.77,,,60371976002001.0,-0.335490860748
12444309,1.0,,,2.0,4.0,,4.0,2.0,,,1710.0,,,1710.0,,,6037.0,,2.0,,,,2.0,33880823.0,-118143965.0,7047.0,,,,,,0200,246.0,BFR2*,60375543.011008,44116.0,3101.0,,96208.0,0.0,,,,2.0,,,1941.0,,,173718.0,386965.0,2016.0,213247.0,4905.07,,,60375543011008.0,-0.177413251225
11241231,,,,2.0,2.0,,6.0,2.0,,,1268.0,1268.0,,,,,6037.0,,2.0,,,,,34487900.0,-118172000.0,6971010.0,,,,,,010M,261.0,LCA11*,60379108.052051,16677.0,3101.0,,97298.0,0.0,,,,1.0,,,1996.0,,,43670.0,155976.0,2016.0,112306.0,1903.95,,,60379108052051.0,0.0895527586597
10800644,1.0,,,2.0,2.0,,6.0,2.0,,,870.0,870.0,,,,,6037.0,,2.0,,,,2.0,34176800.0,-118533000.0,234290.0,1.0,,,,1.0,010E,266.0,LARD1.5,60371393.031002,12447.0,3101.0,47950.0,96379.0,0.0,,,,1.0,,,1972.0,,,105500.0,227000.0,2016.0,121500.0,2796.29,,,60371393031002.0,0.0121789435668
11928991,,,,2.0,3.0,,8.0,2.0,,,1456.0,1456.0,,,,,6037.0,,2.0,,,,2.0,34105425.0,-118082725.0,6292.0,,,,,,0100,261.0,LCR1*,60374801.022005,33837.0,3101.0,,96514.0,0.0,,,,1.0,,,1967.0,,,150038.0,269997.0,2016.0,119959.0,3521.72,,,60374801022005.0,0.0384929679251
13869945,,,,1.0,3.0,,,1.0,,,1173.0,1173.0,,,,,6059.0,,1.0,1.0,360.0,,,33873657.0,-117955392.0,6517.0,,,,,,122,261.0,,60590110.006019,24812.0,1286.0,,97041.0,5.0,,,,,,,1952.0,1.0,,27756.0,51780.0,2016.0,24024.0,907.24,,,60590110006019.0,-0.0297209352339
12960919,1.0,,,2.0,2.0,,8.0,2.0,,,1012.0,1012.0,,,,,6037.0,,2.0,,,,2.0,34136200.0,-118002000.0,16601.0,,,,,,010C,266.0,MORH*,60374311.003038,32923.0,3101.0,,96273.0,0.0,,,,1.0,,,1989.0,,,130290.0,168586.0,2016.0,38296.0,2475.49,,,60374311003038.0,0.0311705735126
13870804,,,,2.0,3.0,,,2.0,,,1864.0,1864.0,,,,,6059.0,1.0,2.0,1.0,360.0,,,33863719.0,-117953871.0,6694.0,,,,,,122,261.0,,60590019.021016,24812.0,1286.0,,97041.0,7.0,,,,,,,1955.0,1.0,,71790.0,508000.0,2016.0,436210.0,5849.3,,,60590019021016.0,-0.0307951292053
14635015,,,,2.5,2.0,,,2.5,,,911.0,911.0,,,,,6059.0,,2.0,1.0,0.0,,,33636987.0,-117593753.0,,,,,,,34,266.0,,60590320.541037,15554.0,1286.0,,96993.0,0.0,,1.0,,,,,1994.0,,,125672.0,314580.0,2016.0,188908.0,4489.54,,,60590320541037.0,-0.00169882980425
14697444,,,,2.0,2.0,,,2.0,,,968.0,968.0,,,,,6059.0,,2.0,2.0,0.0,,,33871907.0,-117722959.0,,,,,,,34,266.0,,60590218.262024,21412.0,1286.0,,97079.0,0.0,,,,,,,1985.0,,,87062.0,307553.0,2016.0,220491.0,3709.7,,,60590218262024.0,0.0136017752175
12146294,,,,1.0,2.0,,4.0,1.0,,,989.0,989.0,,,,,6037.0,,1.0,,,,7.0,34120416.0,-118019642.0,8389.0,,,,,,0100,261.0,ARR1YY,60374308.031,50749.0,3101.0,,96267.0,0.0,,,,1.0,,,1947.0,,,26072.0,62706.0,2016.0,36634.0,1110.32,,,60374308031000.0,0.0513312413321
11928909,1.0,,,4.0,3.0,,6.0,4.0,,,1955.0,1955.0,,,,,6037.0,,4.0,,,,2.0,34107710.0,-118082641.0,6517.0,,,,,,0100,261.0,LCR105,60374801.021011,33837.0,3101.0,,96514.0,0.0,,,,1.0,,,1935.0,,,192146.0,616041.0,2016.0,423895.0,7425.41,,,60374801021011.0,0.04881112484
13871614,,,,1.0,2.0,,,1.0,,,976.0,,,,,976.0,6059.0,1.0,1.0,0.0,0.0,,,33869595.0,-117945085.0,7470.0,,,,,,122,261.0,,60590110.00402,24812.0,1286.0,,97041.0,5.0,,,,,,,1924.0,3.0,,122680.0,326092.0,2016.0,203412.0,3802.92,,,60590110004020.0,-0.0508381279826
10727976,,,,2.0,3.0,,6.0,2.0,,,1570.0,1570.0,,,,,6037.0,,2.0,,,,2.0,34192494.0,-118646943.0,7632.0,,,,,,0100,261.0,LARS,60371352.03101,12447.0,3101.0,268588.0,96342.0,0.0,,,,1.0,,,1959.0,,,215701.0,620284.0,2016.0,404583.0,7535.16,,,60371352031010.0,-0.028226937792
12810342,,,,2.0,3.0,,8.0,2.0,,,1577.0,1577.0,,,,,6037.0,,2.0,,,,2.0,33987140.0,-117966038.0,9142.0,,,,,,0100,261.0,LCRA10,60374086.253009,45602.0,3101.0,,96489.0,0.0,,,,1.0,,,1962.0,,,141486.0,276496.0,2016.0,135010.0,3426.05,,,60374086253009.0,-0.0483733670102
14663831,1.0,,,2.0,2.0,,,2.0,,,1277.0,1277.0,,,,,6059.0,,2.0,2.0,0.0,,6.0,33732742.0,-117794693.0,,,,,,,34,266.0,,60590525.243011,27491.0,1286.0,,97018.0,5.0,,,,,,,1989.0,,,119647.0,474000.0,2016.0,354353.0,5355.98,,,60590525243000.0,-0.00930583879232
14664804,,,,1.0,1.0,,,1.0,,,868.0,868.0,,,,,6059.0,,1.0,,,,,33665651.0,-117850088.0,,,,,,,1,266.0,,60590626.102134,52650.0,1286.0,273096.0,96947.0,0.0,,,,,,,2003.0,,,181836.0,389000.0,2016.0,207164.0,4401.72,,,60590626102134.0,8.71453569445e-05
11993354,1.0,,,3.0,4.0,,6.0,3.0,,,2590.0,2590.0,,,,,6037.0,,3.0,,,,2.0,34078583.0,-118311096.0,7249.0,,,,,,0100,261.0,LAR3,60371924.202002,12447.0,3101.0,274517.0,95985.0,0.0,,,,1.0,,,1918.0,,,150667.0,681186.0,2016.0,530519.0,8374.61,,,60371924202002.0,0.0292874338696
14616853,,,,2.5,1.0,,,2.5,,,1885.0,1885.0,,,,,6059.0,,2.0,2.0,0.0,,,33751731.0,-117857437.0,,,,,,,1,266.0,,60590744.051005,47568.0,1286.0,268244.0,97001.0,0.0,,1.0,,,,,2005.0,,,295567.0,362047.0,2016.0,66480.0,4382.62,,,60590744051005.0,-0.0177366347888
11537317,1.0,,,3.0,3.0,,9.0,3.0,,,2611.0,2611.0,,,,,6037.0,,3.0,,,,2.0,34016389.0,-118261179.0,4001.0,,,,,,0100,261.0,LAR1,60372267.002008,12447.0,3101.0,273197.0,95992.0,0.0,,,,1.0,,,1930.0,,,440213.0,709866.0,2016.0,269653.0,8552.6,,,60372741001008.0,0.0167158047532
17209354,,,,1.5,3.0,,,1.5,,579.0,1185.0,1185.0,,,579.0,,6111.0,1.0,1.0,1.0,0.0,,,34214249.0,-118888511.0,3049.0,,,,,,1129,266.0,,61110063.012,34278.0,2061.0,,96383.0,5.0,,1.0,,,,,1977.0,2.0,,121000.0,346000.0,2016.0,225000.0,3701.5,,,61110063012000.0,0.0362632777028
12460227,,,,4.0,8.0,,4.0,4.0,,,3024.0,,,3024.0,,,6037.0,,4.0,,,,,33839298.0,-118184566.0,7313.0,,,,,,0400,248.0,LBR4N,60375715.023009,46298.0,3101.0,272968.0,96241.0,0.0,,,,4.0,,,1946.0,,,240500.0,785000.0,2016.0,544500.0,9687.1,,,60375715023009.0,-0.135838033821
12167760,,,,1.0,2.0,,4.0,1.0,,,1141.0,1141.0,,,,,6037.0,,1.0,,,,2.0,34201704.0,-118131488.0,9849.0,,,,,,0100,261.0,LCR175,60374602.003,30187.0,3101.0,,96265.0,0.0,,,,1.0,,,1948.0,,,161317.0,539878.0,2016.0,378561.0,6507.03,,,60374602003000.0,-0.0109166413994
12941764,,,,2.0,3.0,,6.0,2.0,,,1353.0,1353.0,,,,,6037.0,,2.0,,,,2.0,34058333.0,-117963700.0,6521.0,,,,,,0100,261.0,LCA106,60374069.021002,118895.0,3101.0,,96490.0,0.0,,,,1.0,,,1956.0,,,147787.0,246816.0,2016.0,99029.0,3378.03,,,60374069021002.0,0.00122574468229
12941764,,,,2.0,3.0,,6.0,2.0,,,1353.0,1353.0,,,,,6037.0,,2.0,,,,2.0,34058333.0,-117963700.0,6521.0,,,,,,0100,261.0,LCA106,60374069.021002,118895.0,3101.0,,96490.0,0.0,,,,1.0,,,1956.0,,,147787.0,246816.0,2016.0,99029.0,3378.03,,,60374069021002.0,-0.0610476108021
11983864,,,,4.0,4.0,,7.0,4.0,,,4316.0,4316.0,,,,,6037.0,,4.0,,,,2.0,34068076.0,-118336633.0,12255.0,1.0,,,,1.0,0101,261.0,LAR1,60372110.005,12447.0,3101.0,274517.0,96001.0,0.0,,,,1.0,,,1928.0,,,899932.0,1845690.0,2016.0,945758.0,22482.07,,,60372110005000.0,0.00711741899368
12125167,1.0,,,3.0,3.0,,6.0,3.0,,,2363.0,2363.0,,,,,6037.0,,3.0,,,,2.0,34140241.0,-118074403.0,7806.0,,,,,,0100,261.0,LCR1YY,60374631.023006,114834.0,3101.0,,96295.0,0.0,,,,1.0,,,1943.0,,,299062.0,947513.0,2016.0,648451.0,11023.92,,,60374631023006.0,-0.0317150930827
17085876,,,,1.5,4.0,,,1.5,,961.0,1805.0,1805.0,,,961.0,,6111.0,1.0,1.0,1.0,0.0,,,34260378.0,-119270121.0,3348.0,,,,,,1110,261.0,,61110025.004006,34543.0,2061.0,,97081.0,6.0,,1.0,,,,,1948.0,2.0,,143465.0,207835.0,2016.0,64370.0,2284.02,,,61110025004006.0,0.191277511921
14064938,,7.0,,1.5,2.0,,,1.5,,,992.0,992.0,,,,,6059.0,,1.0,2.0,462.0,,6.0,33684983.0,-117991015.0,1836.0,1.0,,,,1.0,122,261.0,,60590993.052002,25218.0,1286.0,,96966.0,4.0,,1.0,6.0,,,,1975.0,2.0,True,82579.0,385385.0,2016.0,302806.0,4539.36,,,60590993052002.0,0.0091542872276
11226887,1.0,,,4.0,5.0,,7.0,4.0,,,2777.0,2777.0,,,,,6037.0,,4.0,,,,2.0,34556422.0,-117944439.0,36958.0,,,,,,0100,261.0,LCA110000*,60379100.021026,29189.0,3101.0,,97323.0,0.0,,,,1.0,,,2006.0,,,254100.0,318600.0,2016.0,64500.0,3830.88,,,60379100021026.0,-0.0116958343405
14722573,,,,2.0,2.0,,,2.0,,,1056.0,1056.0,,,,,6059.0,,2.0,1.0,0.0,,,33664224.0,-117975786.0,,,,,,,34,266.0,,60590992.442008,25218.0,1286.0,,96964.0,0.0,,,,,,,1980.0,,,103176.0,294647.0,2016.0,191471.0,3471.86,,,60590992442008.0,-0.00551963321978
12978276,1.0,,,2.0,3.0,,6.0,2.0,,,1642.0,1642.0,,,,,6037.0,,2.0,,,,2.0,34097603.0,-117965211.0,6383.0,,,,,,0100,261.0,BPR1*,60374051.012003,10241.0,3101.0,,96465.0,0.0,,,,1.0,,,1950.0,,,155463.0,260494.0,2016.0,105031.0,3368.06,,,60374051012003.0,0.00834025280864
11320236,1.0,,,2.0,4.0,,8.0,2.0,,,1662.0,1662.0,,,,,6037.0,,2.0,,,,2.0,34654629.0,-118243739.0,10051.0,,,,,,0100,261.0,LCR110000*,60379012.052004,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,1994.0,,,142603.0,178252.0,2016.0,35649.0,2995.97,,,60379012052004.0,-0.0287205880359
17278246,,,,2.0,3.0,,,2.0,,1520.0,1520.0,1520.0,,,1520.0,,6111.0,,2.0,2.0,474.0,,,34174905.0,-118907790.0,4750.0,,,,,,1110,261.0,,61110059.112004,34278.0,2061.0,46736.0,96351.0,6.0,,,,,,,1973.0,1.0,,141744.0,202979.0,2016.0,61235.0,2207.78,,,61110059112004.0,0.049485252748
17256827,,,,2.5,4.0,,,2.5,,1394.0,2710.0,2710.0,,,1394.0,,6111.0,1.0,2.0,2.0,696.0,,,34252179.0,-118752549.0,10681.0,,,,,,1111,261.0,,61110075.063005,27110.0,2061.0,,97118.0,8.0,,1.0,,,,,1999.0,2.0,,253000.0,725000.0,2016.0,472000.0,8157.62,,,61110075063005.0,0.00871775844033
12839390,1.0,,,2.0,3.0,,4.0,2.0,,,1836.0,1836.0,,,,,6037.0,,2.0,,,,2.0,34040480.0,-117940195.0,9355.0,,,,,,0100,261.0,LPR106,60374076.011,118694.0,3101.0,,96488.0,0.0,,,,1.0,,,1952.0,,,168341.0,279604.0,2016.0,111263.0,3553.36,,,60374076011000.0,0.0714515413471
12042964,,,,1.0,1.0,,6.0,1.0,,,640.0,640.0,,,,,6037.0,,1.0,,,,7.0,34225100.0,-118249000.0,103966.0,,,,,,010E,266.0,,60373004.001007,45457.0,3101.0,273400.0,96330.0,0.0,,,,1.0,,,1977.0,,,86793.0,217749.0,2016.0,130956.0,2418.22,,,60373004001007.0,-0.00295597625141
12858644,1.0,,,2.0,3.0,,6.0,2.0,,,1474.0,1474.0,,,,,6037.0,,2.0,,,,2.0,33988817.0,-117827023.0,25685.0,,,,,,0100,261.0,LCR110000*,60374033.221022,24384.0,3101.0,,96505.0,0.0,,,,1.0,,,1972.0,,,158769.0,429759.0,2016.0,270990.0,13276.05,,,60374033221022.0,0.0444167087642
11306746,1.0,,,3.0,4.0,,8.0,3.0,,,2650.0,2650.0,,,,,6037.0,,3.0,,,,2.0,34695969.0,-118185081.0,7148.0,,,,,,0100,261.0,LRR7000*,60379010.043099,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2005.0,,,173161.0,216450.0,2016.0,43289.0,3460.55,,,60379010043099.0,0.00518927717501
